userID,A,B
10626,990,6553
10627,40261,9790
10628,3121,20857
10629,3374,44597
10630,59647,5121
10631,3867,28141
10632,92365,26766
10633,119745,2915
10634,49728,52622
10635,88887,11100
10636,20789,85205
10637,870,65672
10638,74899,37813
10639,92455,29701
10640,69265,19323
10641,27711,81035
10642,84771,46635
10643,4360,8605
10644,24748,5924
10645,33898,19161
10646,63201,68947
10647,23562,50839
10648,28515,15006
10649,3795,2566
10650,14033,3454
10651,13986,13108
10652,3620,17359
10653,161883,30102
10654,62111,16560
10655,39640,13563
10656,25831,2480
10657,24748,37830
10658,12637,8796
10659,31302,12104
10660,9677,78831
10661,5131,9928
10662,67687,5662
10663,10541,66650
10664,75419,4414
10665,84195,1433
10666,34880,3199
10667,5152,1813
10668,65672,13319
10669,12412,92996
10670,3087,11789
10671,20451,15891
10672,9745,11215
10673,41235,1392
10674,46905,5491
10675,2953,22525
10676,1614,3216
10677,174471,11328
10678,12412,56240
10679,34880,116443
10680,18657,6965
10681,30776,54409
10682,85761,39722
10683,23004,15891
10684,22025,2250
10685,45933,10685
10686,27660,8645
10687,22593,7013
10688,19052,7725
10689,2365,14922
10690,2663,47673
10691,24979,7565
10692,4664,12830
10693,25889,3841
10694,19139,384
10695,40190,6442
10696,52408,3623
10697,8524,72762
10698,18750,4776
10699,45883,65
10700,6456,25000
10701,178480,5186
10702,391,28822
10703,27660,3510
10704,96920,9633
10705,24604,149538
10706,112374,16918
10707,138831,24273
10708,4920,751
10709,141026,101030
10710,4976,1987
10711,35302,48593
10712,192199,112940
10713,7094,4150
10714,4181,12284
10715,490,384
10716,15886,14837
10717,103579,4821
10718,16002,1680
10719,42201,3546
10720,65444,12374
10721,289,39130
10722,628,124
10723,66714,71544
10724,3837,5572
10725,5279,2206
10726,257724,15891
10727,16386,3546
10728,3279,2180
10729,3839,2037
10730,9159,152197
10731,3599,9265
10732,15893,603190
10733,34880,16857
10734,70696,7677
10735,28571,39280
10736,34880,9163
10737,35041,57553
10738,3135,6172
10739,5796,9169
10740,15464,16483
10741,178500,75876
10742,38,3603
10743,13740,6542
10744,2161,2426
10745,4077,27812
10746,242,1394
10747,25984,28450
10748,672,30085
10749,2690,2287
10750,8044,588
10751,6272,15
10752,23462,2668
10753,67985,6331
10754,1104,34
10755,5171,7525
10756,6973,28638
10757,646,7991
10758,22988,99945
10759,6735,2217
10760,17735,33730
10761,75463,49713
10762,8018,3874
10763,14689,21128
10764,24541,76406
10765,16687,6419
10766,12390,8245
10767,5109,24207
10768,15397,2603
10769,5699,9898
10770,18183,74688
10771,22928,33271
10772,2444,53575
10773,32311,437
10774,19852,88995
10775,40298,2559
10776,13421,78638
10777,9420,3167
10778,2444,23249
10779,17757,45748
10780,35422,20427
10781,121475,45980
10782,7092,16662
10783,90436,11350
10784,37863,18409
10785,15270,3628
10786,10863,22693
10787,80303,33603
10788,32654,14837
10789,184,61080
10790,9003,2215
10791,10523,27344
10792,4724,6095
10793,17703,2152
10794,7736,326
10795,11171,14010
10796,8233,5972
10797,14465,10074
10798,2444,24588
10799,29333,13441
10800,2797,4743
10801,6251,1537
10802,49013,113125
10803,54377,1734
10804,46870,5174
10805,9355,21880
10806,149135,7700
10807,20669,30430
10808,76217,127395
10809,9593,1191
10810,440,7945
10811,29333,13441
10812,199474,15276
10813,338,2680
10814,6973,28638
10815,2444,53575
10816,11822,24739
10817,3093,2141
10818,184,61080
10819,8554,24560
10820,17065,1018
10821,24132,86152
10822,9593,1191
10823,2653,1781
10824,265481,44275
10825,24031,25159
10826,41635,10743
10827,27481,1970
10828,7713,29572
10829,21681,19447
10830,213,7287
10831,21082,19885
10832,920,4869
10833,101662,60947
10834,19215,5966
10835,3298,30518
10836,4672,89026
10837,208,12768
10838,8554,13465
10839,176887,63808
10840,37424,22453
10841,10371,25084
10842,8246,40235
10843,53087,57949
10844,28717,39668
10845,7730,44369
10846,231798,39668
10847,4100,12740
10848,6162,4251
10849,1829,2559
10850,45184,16876
10851,6738,3546
10852,45,166
10853,34880,31959
10854,15417,3187
10855,13915,486
10856,5362,3546
10857,42762,11915
10858,4214,17114
10859,7094,4999
10860,3344,3086
10861,68711,24273
10862,534,35413
10863,42337,34083
10864,32033,177519
10865,39135,26547
10866,98587,21083
10867,6147,99240
10868,2444,36360
10869,32090,55227
10870,72865,179211
10871,54158,24863
10872,71100,54045
10873,252754,142448
10874,21681,704
10875,5927,19795
10876,7285,30035
10877,9482,602
10878,9132,1394
10879,1344,2095
10880,789,1862
10881,22840,5304
10882,4133,32402
10883,26708,3628
10884,13770,6625
10885,8294,71291
10886,7436,57553
10887,9231,20383
10888,56086,260557
10889,174619,60359
10890,50456,15478
10891,34880,32021
10892,1790,86685
10893,18193,1841
10894,5938,17052
10895,269259,114655
10896,50301,11732
10897,56645,1039
10898,2751,1174
10899,9132,6802
10900,23044,244180
10901,273,3233
10902,4456,26343
10903,9132,283228
10904,26507,11520
10905,62207,22524
10906,5091,16248
10907,16507,24419
10908,128971,292585
10909,69994,5566
10910,43845,11762
10911,1829,2559
10912,23270,23689
10913,11950,4251
10914,48624,5817
10915,30850,5636
10916,9707,8596
10917,11889,78737
10918,7543,2015
10919,30394,2178
10920,23044,244180
10921,25596,53250
10922,107864,217360
10923,2557,3203
10924,63201,7769
10925,175719,65496
10926,16410,3388
10927,7582,17307
10928,60314,20725
10929,132040,6965
10930,8246,25944
10931,29850,4119
10932,5013,61416
10933,16005,36320
10934,34397,82166
10935,59923,29266
10936,43738,59368
10937,9835,30919
10938,106794,25391
10939,36154,15833
10940,41460,29572
10941,391,53371
10942,21596,7388
10943,75285,375
10944,31545,3852
10945,54360,5924
10946,25562,646
10947,9031,25084
10948,16073,16411
10949,598,2938
10950,23095,26806
10951,337604,211108
10952,14143,6965
10953,3943,25577
10954,25212,7505
10955,33428,45573
10956,24130,153176
10957,2068,20585
10958,2289,153471
10959,32654,42427
10960,4206,22142
10961,20511,51497
10962,32654,6837
10963,120828,30102
10964,8607,326
10965,11597,31416
10966,165409,105952
10967,78384,29572
10968,15711,3504
10969,20511,51497
10970,17222,7710
10971,28724,92877
10972,29,1543
10973,3452,6923
10974,431805,111005
10975,27610,50776
10976,54667,15034
10977,188542,3860
10978,56570,3917
10979,7094,6331
10980,17162,24147
10981,1405,17154
10982,47022,292585
10983,3553,8132
10984,529,6731
10985,77914,51850
10986,85043,22506
10987,61488,29674
10988,45871,140429
10989,12829,22048
10990,31033,5965
10991,18565,14778
10992,75594,13658
10993,312300,73012
10994,5013,12754
10995,5153,8132
10996,54667,74571
10997,5013,12754
10998,32667,38832
10999,38177,39638
11000,31545,9479
11001,81533,1174
11002,27955,79799
11003,20109,44920
11004,21681,7327
11005,4939,59757
11006,1349,976
11007,1615,21480
11008,1133,69844
11009,31545,13958
11010,29383,32689
11011,26393,22957
11012,75945,87669
11013,80171,17196
11014,33575,15744
11015,9231,136172
11016,71576,34973
11017,16702,3679
11018,90002,215303
11019,92520,34973
11020,10248,14276
11021,423104,732219
11022,31545,13958
11023,99519,16031
11024,2031,20279
11025,10248,14276
11026,38380,26854
11027,31299,67810
11028,12415,14769
11029,112374,47897
11030,4473,9120
11031,23481,15891
11032,53014,15891
11033,99,25847
11034,43371,64309
11035,61246,6737
11036,2929,14921
11037,3624,2239
11038,2197,27871
11039,48195,4232
11040,74036,18093
11041,605,9059
11042,62091,28639
11043,29251,20598
11044,120589,61879
11045,2031,3232
11046,39990,34570
11047,89737,91022
11048,89017,8980
11049,10349,30208
11050,176504,14860
11051,12986,38607
11052,54453,163660
11053,20551,56700
11054,277055,100188
11055,1842,51190
11056,17220,88722
11057,71177,31041
11058,22811,23422
11059,62091,35516
11060,8090,4963
11061,24447,40861
11062,6338,86914
11063,17647,72333
11064,337604,187694
11065,3681,55272
11066,3220,55027
11067,26276,6965
11068,42665,28346
11069,1207,60978
11070,23095,6923
11071,3220,138468
11072,40979,103836
11073,1306,23924
11074,10541,36634
11075,25645,39830
11076,31245,450745
11077,95170,73653
11078,10215,9301
11079,247480,212050
11080,7235,93383
11081,91943,65496
11082,77892,125820
11083,16167,14659
11084,81923,6715
11085,17312,4803
11086,3956,11531
11087,1925,611
11088,24607,51884
11089,1753,3584
11090,26949,8488
11091,32375,63573
11092,2031,6893
11093,8246,36349
11094,7169,5534
11095,789,9992
11096,9132,37413
11097,8653,25958
11098,12183,974
11099,27457,15776
11100,103579,33708
11101,6260,18542
11102,16471,26334
11103,20678,29572
11104,289301,20056
11105,1652,5910
11106,32688,4552
11107,9171,6022
11108,3802,42871
11109,3966,5832
11110,34719,4212
11111,9319,41807
11112,66288,15891
11113,8267,82248
11114,83747,46353
11115,65827,4907
11116,34807,39154
11117,11046,7027
11118,257724,8921
11119,208526,4906
11120,30718,16867
11121,73808,69216
11122,3598,40311
11123,4335,57702
11124,13326,83192
11125,33666,15891
11126,8769,3798
11127,16427,12754
11128,5699,9898
11129,4166,2223
11130,41341,9120
11131,34880,91053
11132,197209,441176
11133,60168,395931
11134,44121,9309
11135,54969,44769
11136,5863,384
11137,36339,2965
11138,1790,101105
11139,81833,87140
11140,37744,6145
11141,24704,10243
11142,4023,3824
11143,1652,2791
11144,9570,28803
11145,15170,6307
11146,25131,27874
11147,37153,9380
11148,24950,86853
11149,13003,50795
11150,8566,13097
11151,1508,1892
11152,7809,113083
11153,19590,15060
11154,11760,52904
11155,7809,113083
11156,9802,1702
11157,732,2523
11158,34880,105097
11159,18098,165522
11160,14118,24177
11161,42314,718
11162,75,14573
11163,63327,235016
11164,11848,4514
11165,28673,88640
11166,12635,25084
11167,37035,53224
11168,48195,8741
11169,25085,15419
11170,334801,20375
11171,231799,407897
11172,25749,724
11173,18475,444
11174,105274,20405
11175,269259,114655
11176,60100,5186
11177,31245,13958
11178,74006,8310
11179,20250,127223
11180,30139,8637
11181,38186,7049
11182,337604,124745
11183,18475,444
11184,8246,4591
11185,103579,2006
11186,94573,15891
11187,17546,76004
11188,498,3237
11189,20601,370596
11190,21224,17011
11191,117055,125100
11192,43904,44920
11193,43689,467680
11194,577,540
11195,10543,384
11196,2707,17334
11197,5128,40472
11198,16124,21404
11199,22782,6509
11200,50673,15891
11201,34631,27340
11202,12361,9450
11203,439,33768
11204,63069,38405
11205,337604,234409
11206,2568,13427
11207,32687,42839
11208,39802,75494
11209,59694,17154
11210,4248,27871
11211,1809,46958
11212,62198,256979
11213,54712,10562
11214,14928,6965
11215,10214,21922
11216,46751,4315
11217,9132,14470
11218,59135,9032
11219,19791,18287
11220,724,713
11221,63959,8325
11222,174,1135
11223,30869,3223
11224,8355,45057
11225,3851,10182
11226,21340,957
11227,1556,6442
11228,106435,20056
11229,37635,7119
11230,52439,71495
11231,119886,6442
11232,5013,3267
11233,33666,29572
11234,119886,6442
11235,28945,29572
11236,9132,283228
11237,31545,9509
11238,11038,13958
11239,42243,178633
11240,31245,2223
11241,208943,104439
11242,10648,8098
11243,79183,21243
11244,5861,19161
11245,1921,13471
11246,2273,3665
11247,3224,15099
11248,4644,36826
11249,5761,14944
11250,9299,36215
11251,9132,192495
11252,12041,18742
11253,2792,5118
11254,744,3385
11255,11547,17596
11256,34152,190874
11257,6311,6601
11258,5332,2280
11259,112374,9905
11260,13690,22670
11261,111545,110310
11262,2548,11498
11263,14068,3782
11264,12176,21379
11265,16613,3546
11266,24217,17543
11267,19375,12978
11268,227666,27290
11269,25390,426
11270,9132,96253
11271,7223,111
11272,31981,78481
11273,31545,13958
11274,12574,21990
11275,48038,6965
11276,164678,55852
11277,69303,35575
11278,89341,20967
11279,44628,25550
11280,234700,52845
11281,23082,56408
11282,59584,19156
11283,81194,24289
11284,21647,126549
11285,31109,31618
11286,130803,27290
11287,12412,29647
11288,15737,10685
11289,6394,679
11290,14317,13850
11291,46832,13890
11292,34079,35492
11293,16080,3241
11294,14416,17154
11295,7219,19556
11296,157429,15891
11297,65377,1657
11298,12412,39668
11299,9978,11621
11300,32726,16857
11301,27480,22613
11302,11295,8171
11303,17772,25084
11304,4116,14793
11305,744,27250
11306,23289,12913
11307,122165,30148
11308,47799,52544
11309,38605,18730
11310,56495,23424
11311,49305,4925
11312,95381,13770
11313,566,8755
11314,21064,6965
11315,4443,15406
11316,11712,30537
11317,31545,5891
11318,56286,87124
11319,12506,833
11320,34880,18846
11321,27954,1551
11322,5236,14573
11323,53661,138415
11324,11295,8171
11325,20470,14799
11326,7094,2616
11327,8189,694
11328,901,1778
11329,7937,2435
11330,2999,28589
11331,5197,6331
11332,9024,1513
11333,24075,10592
11334,46878,29148
11335,13901,20522
11336,18604,2962
11337,63315,46322
11338,4076,2217
11339,1411,634
11340,39991,6051
11341,2444,20520
11342,1358,45858
11343,15045,10819
11344,1729,4323
11345,21681,13975
11346,10360,25835
11347,7713,1618
11348,5384,61557
11349,9661,1970
11350,2031,20246
11351,1961,906
11352,24244,10251
11353,2780,9640
11354,19526,14823
11355,9280,10789
11356,20796,16836
11357,9362,710
11358,4021,1192
11359,213,7373
11360,8860,6035
11361,20585,2559
11362,1195,20417
11363,75773,29966
11364,1343,21591
11365,73007,54150
11366,17425,16108
11367,5401,1524
11368,39467,23296
11369,8705,1757
11370,5558,9750
11371,2444,18225
11372,2444,18225
11373,1047,715
11374,5464,4302
11375,35143,615
11376,2444,25714
11377,2119,2744
11378,45809,52087
11379,4043,3546
11380,6147,65035
11381,3354,1841
11382,48527,25115
11383,9576,4323
11384,10962,9877
11385,7396,68481
11386,51566,8286
11387,24945,1320
11388,17836,16063
11389,5041,13510
11390,4076,2217
11391,2444,20520
11392,15249,2269
11393,2999,28589
11394,56887,6714
11395,6147,65035
11396,10490,7815
11397,3354,1841
11398,24343,36208
11399,18379,1841
11400,6885,6094
11401,33769,10036
11402,25854,45701
11403,12986,29132
11404,42066,45748
11405,57131,204473
11406,8979,6509
11407,29306,22453
11408,910,40919
11409,8466,17359
11410,4005,10255
11411,76739,23111
11412,7897,10337
11413,3375,33105
11414,1706,196630
11415,61760,68713
11416,8764,754
11417,19651,1607
11418,27863,29784
11419,37695,45748
11420,40567,14763
11421,53616,5260
11422,91174,4099
11423,83747,53631
11424,21243,26268
11425,33966,15252
11426,25308,27342
11427,107693,4599
11428,132918,419963
11429,2444,18225
11430,27480,3630
11431,21065,3870
11432,261858,240550
11433,20669,27342
11434,12289,44369
11435,102061,112229
11436,14100,26456
11437,6745,4836
11438,185350,23661
11439,1993,6220
11440,57460,19152
11441,9552,150499
11442,1893,4126
11443,15808,10284
11444,4894,4725
11445,42366,3623
11446,3945,456
11447,33591,61103
11448,16701,4831
11449,534,37263
11450,24818,9531
11451,21681,120122
11452,2457,6688
11453,11827,4716
11454,15628,3623
11455,149150,160050
11456,117939,38328
11457,149150,120672
11458,15371,11433
11459,15210,105322
11460,26402,52182
11461,21681,34719
11462,5013,11469
11463,6311,20056
11464,4101,27438
11465,6215,1527
11466,101072,189633
11467,16903,17502
11468,21673,24408
11469,17757,24304
11470,70995,19161
11471,84454,19133
11472,55858,3824
11473,47023,6029
11474,12412,39668
11475,6779,30589
11476,72007,39437
11477,73286,49529
11478,8246,7385
11479,4082,92359
11480,76796,12312
11481,65841,52546
11482,4073,29572
11483,67295,48283
11484,9914,3790
11485,7094,14828
11486,26282,10337
11487,16271,17734
11488,29,10874
11489,34880,58914
11490,18756,13552
11491,136540,22190
11492,55473,86436
11493,1226,62101
11494,127699,11325
11495,415,44740
11496,57431,1312
11497,3909,19410
11498,25137,34851
11499,16529,24485
11500,30169,18535
11501,9132,46475
11502,56204,21535
11503,112374,26441
11504,59472,90103
11505,2467,7474
11506,930,4363
11507,24745,34588
11508,5809,5772
11509,18162,5245
11510,4136,4323
11511,1408,22817
11512,43049,22251
11513,4524,249
11514,40943,28745
11515,18162,5245
11516,89918,136137
11517,8891,71948
11518,2457,3222
11519,2652,16718
11520,17425,16108
11521,38813,44369
11522,68876,138468
11523,45171,68996
11524,71872,27871
11525,11130,30397
11526,44692,46575
11527,81175,10363
11528,8246,33840
11529,30092,18814
11530,43497,176943
11531,5711,19270
11532,84657,6965
11533,56286,75619
11534,27433,60427
11535,3829,72571
11536,26990,28906
11537,66520,3546
11538,33193,7771
11539,36565,17447
11540,60740,46359
11541,19419,16432
11542,2732,6675
11543,46808,44625
11544,21442,20405
11545,34880,19417
11546,32812,20050
11547,870,6759
11548,213,23971
11549,8465,30963
11550,5801,5845
11551,211235,30540
11552,30607,13392
11553,39017,48966
11554,86685,21895
11555,29208,425
11556,167542,113243
11557,90753,15891
11558,15156,1778
11559,8465,12810
11560,49112,25066
11561,21374,1778
11562,2351,14389
11563,6737,6549
11564,5801,5845
11565,9132,11639
11566,21064,15891
11567,33666,39668
11568,66422,26376
11569,117111,23239
11570,4735,23141
11571,31299,181584
11572,126718,52969
11573,83417,43419
11574,1520,31535
11575,9774,20405
11576,2319,10734
11577,26938,32980
11578,360,8283
11579,15651,19591
11580,128825,76018
11581,675,4480
11582,30167,95455
11583,71492,10539
11584,9725,35119
11585,21681,7517
11586,12225,4208
11587,59562,324245
11588,1394,8637
11589,1559,3944
11590,15624,11447
11591,19419,42917
11592,884,149288
11593,202143,20405
11594,1790,39596
11595,337604,211108
11596,296610,26755
11597,11661,58213
11598,7545,13510
11599,3201,23455
11600,19419,42917
11601,5711,12552
11602,47601,117190
11603,112374,26702
11604,16410,1754
11605,36486,34760
11606,43642,19869
11607,24231,15404
11608,10916,10192
11609,444,1725
11610,56286,24868
11611,107121,81824
11612,29359,9926
11613,12412,34973
11614,5861,162104
11615,58859,74619
11616,3044,70568
11617,1290,696
11618,112294,95811
11619,18179,16836
11620,112374,24789
11621,9167,23901
11622,13984,9272
11623,78384,6396
11624,133743,177947
11625,103579,12370
11626,7811,11574
11627,21681,13958
11628,1290,696
11629,21974,93604
11630,21681,3592
11631,57494,46065
11632,23556,100247
11633,13988,37980
11634,6362,13257
11635,40491,37715
11636,3577,42653
11637,76844,39532
11638,13584,3546
11639,445,11903
11640,5263,1394
11641,44993,4704
11642,34880,159320
11643,127287,6855
11644,25821,4091
11645,94003,72895
11646,48799,34949
11647,14664,67952
11648,60300,6692
11649,2444,18225
11650,17812,24207
11651,30330,32884
11652,20218,16660
11653,8779,26904
11654,30614,6173
11655,44681,33743
11656,1714,33470
11657,29,7612
11658,6317,49123
11659,21681,54035
11660,9182,21017
11661,8806,935
11662,12931,32400
11663,5601,9706
11664,61688,55208
11665,27808,6837
11666,16396,3546
11667,38628,15899
11668,6971,49826
11669,12109,81900
11670,11873,80403
11671,4294,18983
11672,5957,14167
11673,29331,13977
11674,19009,850
11675,5193,29855
11676,21786,27972
11677,187,7912
11678,2366,2125
11679,8234,29770
11680,724,3676
11681,1392,38730
11682,2869,35191
11683,25212,170
11684,9933,6739
11685,10338,3686
11686,46121,28548
11687,8058,532
11688,23107,14276
11689,15464,8305
11690,66676,23508
11691,169,4883
11692,101662,359650
11693,5006,17932
11694,22957,32258
11695,4656,5885
11696,9552,120809
11697,3855,3936
11698,213,5838
11699,11174,7419
11700,1272,39532
11701,147246,2559
11702,153995,66661
11703,20213,36503
11704,7409,5605
11705,5920,799
11706,169,4883
11707,20289,6220
11708,13366,14763
11709,11227,3517
11710,25212,170
11711,4981,4974
11712,8233,3708
11713,5146,11531
11714,101662,71639
11715,62150,53196
11716,84825,94761
11717,6481,7500
11718,7306,29148
11719,544,668
11720,39623,128023
11721,21268,37830
11722,19535,1888
11723,5942,91208
11724,6971,49826
11725,54591,23660
11726,10739,9201
11727,19583,5279
11728,4252,3546
11729,8255,29008
11730,37698,6509
11731,4294,18983
11732,4787,53634
11733,180,82051
11734,30330,32884
11735,20213,36503
11736,41238,4883
11737,66317,12573
11738,13584,3546
11739,9972,17167
11740,102866,96049
11741,7094,9896
11742,213,5838
11743,27889,126491
11744,42419,80286
11745,85452,25983
11746,8233,15465
11747,213,2885
11748,13882,1841
11749,9814,11036
11750,45188,3982
11751,55992,37830
11752,32592,26141
11753,89,44021
11754,4912,163536
11755,15045,7073
11756,42419,80286
11757,18782,33868
11758,3541,1678
11759,22058,15859
11760,17409,2942
11761,42687,33868
11762,23735,74462
11763,70093,29078
11764,54360,5566
11765,127769,88057
11766,23950,15149
11767,1717,22507
11768,31954,83055
11769,17748,112940
11770,21281,14276
11771,11071,67032
11772,15553,16583
11773,36339,10044
11774,26360,29572
11775,2641,8949
11776,3280,676
11777,57460,19152
11778,3021,2397
11779,29,5500
11780,40146,4693
11781,51803,9167
11782,81515,25477
11783,18258,34944
11784,225,16400
11785,15117,4609
11786,10916,4690
11787,103579,13471
11788,75249,17933
11789,25523,2427
11790,10519,44575
11791,55628,5859
11792,4989,137401
11793,24295,88012
11794,42257,3679
11795,34880,1396
11796,296748,41665
11797,38325,18395
11798,3056,470875
11799,9451,17204
11800,41182,71864
11801,20751,10725
11802,5048,12740
11803,97537,39668
11804,52820,31431
11805,9193,110030
11806,2705,1886
11807,29983,6509
11808,12106,525
11809,47022,292585
11810,34737,35315
11811,63247,4726
11812,292133,13523
11813,42411,10685
11814,10707,29572
11815,2179,2692
11816,1790,3636
11817,40146,4693
11818,15694,44658
11819,16904,4439
11820,71950,78036
11821,16427,5516
11822,5723,8586
11823,40443,66232
11824,53044,11016
11825,9165,30171
11826,274171,20056
11827,36339,40219
11828,33875,37830
11829,53386,6650
11830,139308,95969
11831,604,6464
11832,6970,19508
11833,1542,14122
11834,52102,208895
11835,1436,619
11836,432,24633
11837,7862,31411
11838,14027,194
11839,3558,7423
11840,6333,28531
11841,16900,25084
11842,46265,131787
11843,8181,56252
11844,17020,37830
11845,587,3469
11846,77537,43037
11847,12067,4922
11848,27899,6625
11849,11882,1210
11850,217,22048
11851,240795,12684
11852,23242,14324
11853,29188,3266
11854,8351,28745
11855,50119,7170
11856,24590,22397
11857,219817,36223
11858,5490,40462
11859,11468,6308
11860,15618,1394
11861,128068,149146
11862,2031,1118
11863,5974,11270
11864,46936,70658
11865,24590,22397
11866,10471,1591
11867,15468,42679
11868,93812,8985
11869,8246,17509
11870,63852,14944
11871,3182,543
11872,8246,85231
11873,31260,1153
11874,34880,3546
11875,34880,14778
11876,112374,97524
11877,39170,46435
11878,31545,25084
11879,3834,13243
11880,29,19703
11881,20669,2399
11882,31937,104819
11883,12765,13819
11884,2000,10491
11885,18795,1596
11886,51760,10685
11887,11940,16240
11888,3837,36200
11889,8737,172939
11890,20025,39383
11891,87152,65496
11892,14255,4353
11893,10277,46635
11894,23276,5381
11895,6042,5805
11896,3205,569
11897,21681,45380
11898,479514,29518
11899,16629,35085
11900,21772,4823
11901,41003,12544
11902,36705,10685
11903,11940,25620
11904,10236,95528
11905,81803,87569
11906,180,56868
11907,167372,991
11908,23472,168176
11909,34880,31575
11910,12906,11348
11911,1790,36320
11912,19598,2486
11913,24607,7789
11914,14736,74
11915,19805,13987
11916,81175,15891
11917,37832,92836
11918,158342,6772
11919,5669,4071
11920,19763,81829
11921,21683,12114
11922,30160,22127
11923,281,1463
11924,21681,22233
11925,22182,743
11926,31545,12452
11927,46596,5121
11928,660,81559
11929,8246,7385
11930,53992,19338
11931,7807,852
11932,28134,83619
11933,7452,1200
11934,22518,7423
11935,2063,751
11936,10610,38627
11937,74026,15141
11938,12062,33093
11939,7807,852
11940,2472,425
11941,67911,39183
11942,1458,10818
11943,2827,54594
11944,13003,30171
11945,20720,66801
11946,12698,19487
11947,15575,33686
11948,49181,22190
11949,92467,24276
11950,17749,24273
11951,26378,20056
11952,15376,15281
11953,3092,13570
11954,139650,63765
11955,57481,229185
11956,3351,22238
11957,7317,4071
11958,22189,28779
11959,6745,16092
11960,34880,3623
11961,1729,8691
11962,6867,4701
11963,20720,66801
11964,9031,8574
11965,21681,1270
11966,3541,77719
11967,45855,39601
11968,26590,38846
11969,6851,8104
11970,40839,78604
11971,68754,41532
11972,65251,28934
11973,21681,13117
11974,50119,14745
11975,20761,61655
11976,49994,14302
11977,31257,220372
11978,16098,6556
11979,7452,1200
11980,1527,442404
11981,100505,97119
11982,39030,113168
11983,14298,35685
11984,49236,54857
11985,112374,33547
11986,50119,1278
11987,3362,42754
11988,34880,23578
11989,2264,2715
11990,6726,43739
11991,12267,59757
11992,15848,23691
11993,2558,25582
11994,2509,24190
11995,2264,2715
11996,24607,1368
11997,102171,7809
11998,18979,15891
11999,25996,15475
12000,26750,727
12001,66960,15891
12002,1527,153648
12003,2484,1599
12004,14714,30460
12005,36339,13435
12006,109001,15891
12007,8647,27260
12008,111545,110310
12009,43578,19161
12010,858380,76004
12011,5714,17660
12012,10084,1394
12013,12986,14943
12014,65021,191681
12015,34880,32724
12016,34880,17088
12017,3362,42754
12018,4644,416
12019,56400,15891
12020,2352,25084
12021,22009,118430
12022,53301,15281
12023,3960,3858
12024,63201,54481
12025,21681,48588
12026,119745,6779
12027,43534,169248
12028,26110,37573
12029,27568,11162
12030,414,40461
12031,10543,3650
12032,8940,13461
12033,5760,1686
12034,64875,96747
12035,3826,6603
12036,1884,101957
12037,159081,57043
12038,17587,83560
12039,12714,14046
12040,98296,6770
12041,2924,7409
12042,14814,10818
12043,16908,130863
12044,4468,135699
12045,14703,6965
12046,724,4522
12047,38027,162104
12048,19982,16880
12049,15126,22653
12050,2679,26028
12051,26176,23389
12052,39765,24273
12053,30697,72172
12054,5927,12666
12055,8237,63090
12056,12526,2354
12057,19127,42926
12058,5083,2091
12059,571,4430
12060,15180,41744
12061,16289,18988
12062,3837,13958
12063,42927,42798
12064,1941,4323
12065,3325,437
12066,46439,16108
12067,1790,5474
12068,7235,105706
12069,3837,1278
12070,9850,53659
12071,34236,34973
12072,1795,35479
12073,29522,12984
12074,15620,3546
12075,167552,20405
12076,117111,240164
12077,49244,57258
12078,1795,15974
12079,1759,14820
12080,9850,21235
12081,72784,15730
12082,257724,15891
12083,81946,29518
12084,204785,14606
12085,21681,3417
12086,8246,85231
12087,5218,13352
12088,55121,106522
12089,5340,13958
12090,3837,29811
12091,3837,29811
12092,5791,1855
12093,20451,5491
12094,52923,24979
12095,8680,1232
12096,5791,1855
12097,1652,16857
12098,20796,1599
12099,12986,22576
12100,1146,9059
12101,92436,142448
12102,68876,654350
12103,25573,4276
12104,74297,76984
12105,1213,502
12106,8949,17196
12107,27468,51236
12108,6745,45702
12109,24607,14167
12110,23095,28341
12111,7105,3482
12112,5957,22191
12113,25431,5419
12114,1269,19834
12115,5295,17668
12116,4887,2229
12117,3347,2583
12118,9127,8450
12119,11661,41532
12120,7991,1841
12121,1233,8710
12122,17612,34518
12123,1649,6653
12124,3250,12229
12125,16172,1303
12126,1115,6465
12127,11674,3546
12128,21681,11811
12129,2586,920
12130,5873,9494
12131,50696,50361
12132,18331,24455
12133,12341,751
12134,35738,11625
12135,7094,3348
12136,3090,10228
12137,16297,20531
12138,2031,4480
12139,18091,19990
12140,9016,1394
12141,4852,170834
12142,4461,850
12143,16148,751
12144,10354,22837
12145,53199,17773
12146,29915,17766
12147,5482,1892
12148,58403,94741
12149,5,13510
12150,3403,5674
12151,2872,1962
12152,4814,7581
12153,39833,60388
12154,414,3124
12155,4658,103
12156,98273,26907
12157,13941,8325
12158,18619,19749
12159,5301,35492
12160,9099,5174
12161,6218,3655
12162,16286,3026
12163,58960,35173
12164,3403,5674
12165,110059,5684
12166,18920,8918
12167,138252,56349
12168,35665,76980
12169,23900,19521
12170,15594,18223
12171,5909,19403
12172,195702,39857
12173,20796,7836
12174,24690,71
12175,46534,10946
12176,28213,4624
12177,29881,10568
12178,1151,5515
12179,17714,4327
12180,123,8741
12181,22171,2819
12182,73,4393
12183,48062,62016
12184,1619,90152
12185,87642,56349
12186,5796,253
12187,43174,7049
12188,407728,41066
12189,150924,247346
12190,68317,38065
12191,16209,384
12192,863,17616
12193,2587802,2587802
12194,2863,41895
12195,35665,20767
12196,843,83502
12197,60441,58711
